"","Geneid","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","gene_name","gene_chr","gene_start","gene_end","gene_strand","gene_length","gene_biotype","gene_description","tf_family"
"ENSMUSG00000028345","ENSMUSG00000028345",798.896967118426,-0.230098485052469,0.0559984324044606,-4.10901654157984,3.97347617475011e-05,0.000125577058805835,"Tex10","4",48430858,48473459,"-",4382,"protein_coding","testis expressed gene 10 [Source:MGI Symbol;Acc:MGI:1344413]","-"
"ENSMUSG00000052446","ENSMUSG00000052446",438.81188392552,0.297771552289215,0.0724793803027277,4.10836228242432,3.98474700855386e-05,0.000125915001166337,"Zfp961","8",71951038,71993792,"+",4334,"protein_coding","zinc finger protein 961 [Source:MGI Symbol;Acc:MGI:3583954]","zf-C2H2"
"ENSMUSG00000025227","ENSMUSG00000025227",407.447961962615,-0.424891231553906,0.103429084783606,-4.10804400370419,3.99024091657209e-05,0.000126070325508513,"Mfsd13a","19",46341121,46375252,"+",2804,"protein_coding","major facilitator superfamily domain containing 13a [Source:MGI Symbol;Acc:MGI:1922396]","-"
"ENSMUSG00000024870","ENSMUSG00000024870",10587.6690074207,0.201064304911696,0.0489548469838913,4.10713784843115,4.00592173866327e-05,0.00012654741030936,"Rab1b","19",5099207,5106996,"-",1835,"protein_coding","RAB1B, member RAS oncogene family [Source:MGI Symbol;Acc:MGI:1923558]","-"
"ENSMUSG00000020528","ENSMUSG00000020528",961.163846940613,0.29875423657449,0.0727585214139432,4.10610648441843,4.0238404271351e-05,0.00012709504096954,"Prpsap2","11",61729650,61762088,"-",1962,"protein_coding","phosphoribosyl pyrophosphate synthetase-associated protein 2 [Source:MGI Symbol;Acc:MGI:2384838]","-"
"ENSMUSG00000111246","ENSMUSG00000111246",17.0671517709743,1.27188512510831,0.309852051314332,4.10481428060014,4.04639824928948e-05,0.000127789021076677,"4930517E14Rik","9",31278021,31280992,"-",2972,"lincRNA","Riken cDNA 4930517E14 gene [Source:MGI Symbol;Acc:MGI:5608878]","-"
"ENSMUSG00000054942","ENSMUSG00000054942",349.007854501075,-0.459851277092341,0.112036578917008,-4.10447446304997,4.05235029547075e-05,0.000127958450216589,"Miga1","3",152273849,152340407,"-",11605,"protein_coding","mitoguardin 1 [Source:MGI Symbol;Acc:MGI:1924567]","-"
"ENSMUSG00000004364","ENSMUSG00000004364",4226.74991960876,0.164372225460285,0.0400488520875105,4.10429305442054,4.05553114383804e-05,0.00012804033861916,"Cul3","1",80264923,80340480,"-",4873,"protein_coding","cullin 3 [Source:MGI Symbol;Acc:MGI:1347360]","-"
"ENSMUSG00000084319","ENSMUSG00000084319",1851.02510587539,-0.389662790330675,0.0949712708657115,-4.10295436481686,4.07907730379024e-05,0.000128765079314607,"Tpt1-ps3","6",99877816,99878334,"-",519,"processed_pseudogene","tumor protein, translationally-controlled, pseudogene 3 [Source:MGI Symbol;Acc:MGI:2664997]","-"
"ENSMUSG00000097081","ENSMUSG00000097081",39.514267067268,-1.1482297837302,0.279866476789967,-4.10277714180081,4.08220417870622e-05,0.000128845123636095,"Gm10425","12",111426874,111430946,"-",3364,"antisense","predicted gene 10425 [Source:MGI Symbol;Acc:MGI:3642471]","-"
"ENSMUSG00000030603","ENSMUSG00000030603",3178.2429281662,-0.171988590510189,0.0419273778853948,-4.10205930311945,4.09489280980232e-05,0.00012922689530384,"Psmc4","7",28041707,28050101,"-",2163,"protein_coding","proteasome (prosome, macropain) 26S subunit, ATPase, 4 [Source:MGI Symbol;Acc:MGI:1346093]","-"
"ENSMUSG00000090145","ENSMUSG00000090145",498.212486234289,0.849391120327356,0.207067109807809,4.10200886618703,4.09578574676786e-05,0.000129236361032371,"Ugt1a6b","1",88103252,88219003,"+",2382,"protein_coding","UDP glucuronosyltransferase 1 family, polypeptide A6B [Source:MGI Symbol;Acc:MGI:3580629]","-"
"ENSMUSG00000032172","ENSMUSG00000032172",340.896729362903,-0.73104850398801,0.178227017650906,-4.10178273543195,4.0997914441008e-05,0.000129344028275525,"Olfm2","9",20667690,20746349,"-",2665,"protein_coding","olfactomedin 2 [Source:MGI Symbol;Acc:MGI:3045350]","-"
"ENSMUSG00000030306","ENSMUSG00000030306",825.090471078769,0.5623275964263,0.137160978038494,4.09976368255761,4.13572224424513e-05,0.000130458721365,"Tmtc1","6",148232430,148444389,"-",8578,"protein_coding","transmembrane and tetratricopeptide repeat containing 1 [Source:MGI Symbol;Acc:MGI:3039590]","-"
"ENSMUSG00000018819","ENSMUSG00000018819",4508.84614815469,-0.467169082455996,0.113951412295242,-4.09972174145227,4.13647178098939e-05,0.000130463481902869,"Lsp1","7",142460809,142494867,"+",5174,"protein_coding","lymphocyte specific 1 [Source:MGI Symbol;Acc:MGI:96832]","-"
"ENSMUSG00000030589","ENSMUSG00000030589",530.474629251934,0.556439769619787,0.135760465913783,4.09868783135412,4.15498977118178e-05,0.000131028573394785,"Rasgrp4","7",29134851,29153961,"+",6363,"protein_coding","RAS guanyl releasing protein 4 [Source:MGI Symbol;Acc:MGI:2386851]","-"
"ENSMUSG00000029223","ENSMUSG00000029223",280.214813825814,-0.619203646611522,0.151124024336756,-4.09732105354558,4.17959037877488e-05,0.000131785290386313,"Uchl1","5",66676091,66687234,"+",1632,"protein_coding","ubiquitin carboxy-terminal hydrolase L1 [Source:MGI Symbol;Acc:MGI:103149]","-"
"ENSMUSG00000013833","ENSMUSG00000013833",2193.2674962529,0.310980991578705,0.0759043580790446,4.09701102082779,4.18518984883752e-05,0.000131942756495827,"Med16","10",79894708,79908923,"-",4663,"protein_coding","mediator complex subunit 16 [Source:MGI Symbol;Acc:MGI:2158394]","-"
"ENSMUSG00000004709","ENSMUSG00000004709",118.789170197591,-1.0683023287211,0.26079327799458,-4.09635684223158,4.1970282655205e-05,0.000132296838326228,"Cd244a","1",171559193,171609746,"+",4876,"protein_coding","CD244 molecule A [Source:MGI Symbol;Acc:MGI:109294]","-"
"ENSMUSG00000019143","ENSMUSG00000019143",1420.32881638984,0.230799636928155,0.0563496832437392,4.09584621673624,4.20629092835556e-05,0.000132569637733306,"Hars2","18",36783008,36792562,"+",4279,"protein_coding","histidyl-tRNA synthetase 2 [Source:MGI Symbol;Acc:MGI:1918041]","-"
"ENSMUSG00000097489","ENSMUSG00000097489",13.2683868123653,1.49448586601237,0.364910502007188,4.09548603778724,4.21283617703597e-05,0.000132756725914289,"Gm26808","5",109922649,109923481,"-",411,"lincRNA","predicted gene, 26808 [Source:MGI Symbol;Acc:MGI:5477302]","-"
"ENSMUSG00000029502","ENSMUSG00000029502",3072.67109018113,-0.198596973122018,0.0484938543581684,-4.09530188413587,4.21618638853818e-05,0.000132843091154838,"Golga3","5",110176701,110226470,"+",12671,"protein_coding","golgi autoantigen, golgin subfamily a, 3 [Source:MGI Symbol;Acc:MGI:96958]","-"
"ENSMUSG00000000282","ENSMUSG00000000282",1758.69839266988,-0.303143228547337,0.0740370791274827,-4.09447849806936,4.2311967635201e-05,0.000133296765342812,"Mnt","11",74830920,74845725,"+",4627,"protein_coding","max binding protein [Source:MGI Symbol;Acc:MGI:109150]","bHLH"
"ENSMUSG00000082676","ENSMUSG00000082676",26.8817928019235,-1.79061916784743,0.437383389809858,-4.09393499973985,4.2411325318525e-05,0.000133590464516828,"Gm11843","4",12131551,12131975,"-",425,"processed_pseudogene","predicted gene 11843 [Source:MGI Symbol;Acc:MGI:3651166]","-"
"ENSMUSG00000022516","ENSMUSG00000022516",1038.67453774677,0.260804984843675,0.0637121688233545,4.09348778514778,4.24932471998574e-05,0.000133829166108915,"Nudt16l1","16",4938761,4941032,"+",1948,"protein_coding","nudix (nucleoside diphosphate linked moiety X)-type motif 16-like 1 [Source:MGI Symbol;Acc:MGI:1914161]","-"
"ENSMUSG00000048814","ENSMUSG00000048814",177.07752405955,0.793386651031149,0.193822048934003,4.09337665861379,4.25136269089755e-05,0.000133874004458057,"Lonrf2","1",38793645,38836711,"-",7506,"protein_coding","LON peptidase N-terminal domain and ring finger 2 [Source:MGI Symbol;Acc:MGI:1920209]","-"
"ENSMUSG00000041609","ENSMUSG00000041609",1063.64043500529,0.600412823255048,0.146689951054148,4.09307399000641,4.25691809195283e-05,0.000134029576561716,"Bicdl1","5",115648175,115731621,"-",6157,"protein_coding","BICD family like cargo adaptor 1 [Source:MGI Symbol;Acc:MGI:1922915]","-"
"ENSMUSG00000064360","ENSMUSG00000064360",651.826298241518,0.678851513977489,0.165863463912266,4.09283333390752,4.26134018432183e-05,0.00013414942651612,"mt-Nd3","MT",9459,9806,"+",348,"protein_coding","mitochondrially encoded NADH dehydrogenase 3 [Source:MGI Symbol;Acc:MGI:102499]","-"
"ENSMUSG00000049538","ENSMUSG00000049538",151.61800238194,-0.844641832412602,0.206404151777319,-4.09217462507175,4.27346635904472e-05,0.00013451173574382,"Adamts16","13",70727802,70841811,"-",6836,"protein_coding","a disintegrin-like and metallopeptidase (reprolysin type) with thrombospondin type 1 motif, 16 [Source:MGI Symbol;Acc:MGI:2429637]","-"
"ENSMUSG00000032038","ENSMUSG00000032038",1057.72386468444,0.341714254751345,0.0835136156371092,4.09171908250497,4.28187158462544e-05,0.000134756836556429,"St3gal4","9",35046576,35119268,"-",2923,"protein_coding","ST3 beta-galactoside alpha-2,3-sialyltransferase 4 [Source:MGI Symbol;Acc:MGI:1316743]","-"
"ENSMUSG00000090039","ENSMUSG00000090039",13.1399979610717,1.65457182978352,0.404427409071756,4.09114662525249,4.29245624389194e-05,0.000135070446692724,"Gm15894","8",110754992,110758970,"+",2067,"antisense","predicted gene 15894 [Source:MGI Symbol;Acc:MGI:3801859]","-"
"ENSMUSG00000052214","ENSMUSG00000052214",2457.13776451518,0.260063086682961,0.0635878461722986,4.0898238002635,4.31701013194172e-05,0.000135823471655172,"Opa3","7",19228334,19256543,"+",5082,"protein_coding","optic atrophy 3 [Source:MGI Symbol;Acc:MGI:2686271]","-"
"ENSMUSG00000024370","ENSMUSG00000024370",1759.35085578498,0.178478666033506,0.0436422708786069,4.08958247223096,4.3215039385479e-05,0.000135945232154609,"Cdc23","18",34630951,34651735,"-",9500,"protein_coding","CDC23 cell division cycle 23 [Source:MGI Symbol;Acc:MGI:1098815]","-"
"ENSMUSG00000050947","ENSMUSG00000050947",762.165891463436,0.30619017381532,0.0749019637605065,4.08787912149194,4.35334872194348e-05,0.000136927236319867,"Amigo1","3",108186335,108192286,"+",5540,"protein_coding","adhesion molecule with Ig like domain 1 [Source:MGI Symbol;Acc:MGI:2653612]","-"
"ENSMUSG00000030471","ENSMUSG00000030471",625.121985475357,-0.364906459270035,0.0892724032016885,-4.08756173445472,4.35930694157776e-05,0.000137094856399345,"Zdhhc13","7",48789003,48827440,"+",2410,"protein_coding","zinc finger, DHHC domain containing 13 [Source:MGI Symbol;Acc:MGI:1919227]","-"
"ENSMUSG00000109899","ENSMUSG00000109899",3.68973159454592,-4.54444130011334,1.11204443929435,-4.08656447488467,4.37807859922795e-05,0.000137665336880066,"Gm6012","8",57520157,57520886,"-",730,"processed_pseudogene","predicted gene 6012 [Source:MGI Symbol;Acc:MGI:3644785]","-"
"ENSMUSG00000097415","ENSMUSG00000097415",2124.38886831206,-0.799898188687101,0.195749167541301,-4.08634273511448,4.38226286740482e-05,0.000137777029619476,"AU020206","7",75769038,75782099,"-",3189,"lincRNA","expressed sequence AU020206 [Source:MGI Symbol;Acc:MGI:2142134]","-"
"ENSMUSG00000097276","ENSMUSG00000097276",34.6808761547271,1.01072277130379,0.247344111388492,4.08630213846607,4.38302934394878e-05,0.000137781251293841,"4930525G20Rik","13",67796594,67830985,"-",2987,"antisense","RIKEN cDNA 4930525G20 gene [Source:MGI Symbol;Acc:MGI:2443505]","-"
"ENSMUSG00000114926","ENSMUSG00000114926",5.98108103545834,-2.50118536176425,0.612125234225665,-4.08606804933999,4.38745149606593e-05,0.000137900371942978,"Gm2379","13",97511204,97515730,"+",463,"lincRNA","predicted gene 2379 [Source:MGI Symbol;Acc:MGI:3780547]","-"
"ENSMUSG00000004446","ENSMUSG00000004446",783.209779254062,0.359839420934053,0.0880738490536138,4.08565567192374,4.39525196897587e-05,0.000138125625684009,"Bid","6",120891930,120916853,"-",3550,"protein_coding","BH3 interacting domain death agonist [Source:MGI Symbol;Acc:MGI:108093]","-"
"ENSMUSG00000022972","ENSMUSG00000022972",258.18373378469,0.480368507495096,0.117583321820694,4.085345609028,4.40112573688785e-05,0.000138290274379662,"Cfap298","16",90925809,90935114,"-",1589,"protein_coding","cilia and flagella associate protien 298 [Source:MGI Symbol;Acc:MGI:1915251]","-"
"ENSMUSG00000028098","ENSMUSG00000028098",1773.99698028392,-0.278351844141932,0.0681424763582402,-4.08485072773955,4.41051609456014e-05,0.000138565356443482,"Rnf115","3",96727664,96791638,"+",2893,"protein_coding","ring finger protein 115 [Source:MGI Symbol;Acc:MGI:1915095]","-"
"ENSMUSG00000052629","ENSMUSG00000052629",11.5753856091866,2.81061803950393,0.688447387216881,4.08254587306393,4.45450156248628e-05,0.000139927078484903,"Gm9885","7",78578830,78581038,"+",2209,"antisense","predicted gene 9885 [Source:MGI Symbol;Acc:MGI:3641726]","-"
"ENSMUSG00000024083","ENSMUSG00000024083",5282.74574871433,0.192220981450584,0.0470853098466011,4.08239814236796,4.45733497266151e-05,0.00013999590487705,"Pja2","17",64281005,64331916,"-",6657,"protein_coding","praja ring finger ubiquitin ligase 2 [Source:MGI Symbol;Acc:MGI:2159342]","-"
"ENSMUSG00000055839","ENSMUSG00000055839",4441.29608706326,0.210821220875958,0.0516532111447196,4.08147366260132,4.47510494703325e-05,0.000140533771204096,"Elob","17",23824738,23829136,"-",1398,"protein_coding","elongin B [Source:MGI Symbol;Acc:MGI:1914923]","-"
"ENSMUSG00000025133","ENSMUSG00000025133",1918.1930008173,0.197010583374393,0.0482706683935214,4.0813726001945,4.4770515964884e-05,0.00014057464701609,"Ints4","7",97480956,97541395,"+",7038,"protein_coding","integrator complex subunit 4 [Source:MGI Symbol;Acc:MGI:1917164]","-"
"ENSMUSG00000034875","ENSMUSG00000034875",1218.45341136195,0.225705662312372,0.0553142220244815,4.08042731239132,4.49529852242996e-05,0.000141127248628405,"Nudt19","7",35547185,35556304,"-",2680,"protein_coding","nudix (nucleoside diphosphate linked moiety X)-type motif 19 [Source:MGI Symbol;Acc:MGI:94203]","-"
"ENSMUSG00000107476","ENSMUSG00000107476",936.808676713748,0.309348631202433,0.0758264034617086,4.07969542375368,4.50947461844579e-05,0.000141551908158444,"Zfp862-ps","6",48504337,48534832,"+",6979,"transcribed_unitary_pseudogene","zinc finger protein 862, pseudogene [Source:MGI Symbol;Acc:MGI:1889827]","-"
"ENSMUSG00000032500","ENSMUSG00000032500",273.633909722594,0.912151379535774,0.223589747762916,4.07957604792764,4.51179085036508e-05,0.00014160421917174,"Dclk3","9",111439081,111489118,"+",3005,"protein_coding","doublecortin-like kinase 3 [Source:MGI Symbol;Acc:MGI:3039580]","-"
"ENSMUSG00000063808","ENSMUSG00000063808",756.393725822459,0.209727038757052,0.0514096432724815,4.07952721331785,4.51273870640952e-05,0.000141613574323239,"Gpatch1","7",35276536,35318440,"-",3791,"protein_coding","G patch domain containing 1 [Source:MGI Symbol;Acc:MGI:1914721]","-"
"ENSMUSG00000031972","ENSMUSG00000031972",1087.0783483124,1.41194821350111,0.346121130281756,4.07934705503742,4.51623712483828e-05,0.000141702954072453,"Acta1","8",123891769,123894751,"-",1536,"protein_coding","actin, alpha 1, skeletal muscle [Source:MGI Symbol;Acc:MGI:87902]","-"
"ENSMUSG00000047141","ENSMUSG00000047141",662.998406515899,0.268955250072232,0.0659360764833225,4.07903024287865,4.52239540732165e-05,0.000141875752853272,"Zfp654","16",64780347,64851652,"-",6261,"protein_coding","zinc finger protein 654 [Source:MGI Symbol;Acc:MGI:1919270]","zf-C2H2"
"ENSMUSG00000033781","ENSMUSG00000033781",832.337826716966,0.513973537496318,0.126023086835315,4.07840777752072,4.53451826434149e-05,0.000142235594492024,"Asb13","13",3634032,3653822,"+",5395,"protein_coding","ankyrin repeat and SOCS box-containing 13 [Source:MGI Symbol;Acc:MGI:2145525]","-"
"ENSMUSG00000040963","ENSMUSG00000040963",62.8893745246813,1.16747551016094,0.286273765448889,4.07817848181195,4.53899168747419e-05,0.000142355425006206,"Asgr2","11",70092644,70106187,"+",1574,"protein_coding","asialoglycoprotein receptor 2 [Source:MGI Symbol;Acc:MGI:88082]","-"
"ENSMUSG00000078605","ENSMUSG00000078605",3.4689165417536,3.15150580317096,0.772908810804802,4.07746135005164,4.55300953196803e-05,0.000142774517611095,"E030025P04Rik","11",109139291,109144369,"-",1078,"protein_coding","RIKEN cDNA E030025P04 gene [Source:MGI Symbol;Acc:MGI:2685510]","-"
"ENSMUSG00000039720","ENSMUSG00000039720",151.060186434043,-1.01579207611258,0.249167155956729,-4.07674949056682,4.56696491617136e-05,0.00014319153126606,"Got1l1","8",27197459,27223828,"-",1822,"protein_coding","glutamic-oxaloacetic transaminase 1-like 1 [Source:MGI Symbol;Acc:MGI:1923865]","-"
"ENSMUSG00000039738","ENSMUSG00000039738",927.893873823634,-0.356030888711356,0.0873378275014232,-4.07647978999196,4.57226274869772e-05,0.000143337017182276,"Slx4","16",3979105,4003770,"-",7657,"protein_coding","SLX4 structure-specific endonuclease subunit homolog (S. cerevisiae) [Source:MGI Symbol;Acc:MGI:106299]","-"
"ENSMUSG00000024683","ENSMUSG00000024683",1170.41544583345,0.297416558649277,0.0729688511751801,4.07593862119679,4.58291072138535e-05,0.000143650160019952,"Mrpl16","19",11770415,11774944,"+",1122,"protein_coding","mitochondrial ribosomal protein L16 [Source:MGI Symbol;Acc:MGI:2137219]","-"
"ENSMUSG00000028479","ENSMUSG00000028479",1978.97456933176,0.226580726620026,0.0555953036252792,4.07553717391698,4.59082473806109e-05,0.000143877529970238,"Gne","4",44034075,44084177,"-",6358,"protein_coding","glucosamine (UDP-N-acetyl)-2-epimerase/N-acetylmannosamine kinase [Source:MGI Symbol;Acc:MGI:1354951]","-"
"ENSMUSG00000001062","ENSMUSG00000001062",1383.70526021263,-0.347386416468508,0.0852430121737338,-4.0752480186939,4.59653308870916e-05,0.00014403571838293,"Vps9d1","8",123242356,123254348,"-",5153,"protein_coding","VPS9 domain containing 1 [Source:MGI Symbol;Acc:MGI:1914143]","-"
"ENSMUSG00000056367","ENSMUSG00000056367",260.586039163094,0.540649992408163,0.132670862645032,4.07512231117922,4.59901683910888e-05,0.000144092830637635,"Actr3b","5",25759997,25850688,"+",2425,"protein_coding","ARP3 actin-related protein 3B [Source:MGI Symbol;Acc:MGI:2661120]","-"
"ENSMUSG00000042447","ENSMUSG00000042447",899.623944652107,0.203556871769089,0.0499546919985224,4.07482988334929,4.60479960267035e-05,0.000144253273739539,"Mios","6",8209222,8236274,"+",6552,"protein_coding","meiosis regulator for oocyte development [Source:MGI Symbol;Acc:MGI:2182066]","-"
"ENSMUSG00000032561","ENSMUSG00000032561",89.0574759205934,-0.846272397083551,0.207714942706101,-4.07420085458635,4.61726203030088e-05,0.00014462289262486,"Acpp","9",104288251,104337748,"-",7330,"protein_coding","acid phosphatase, prostate [Source:MGI Symbol;Acc:MGI:1928480]","-"
"ENSMUSG00000114003","ENSMUSG00000114003",1413.55351347602,-0.257247676605611,0.0631454638799093,-4.07389004370681,4.62343166949084e-05,0.000144795329508383,"Gm9616","13",3298887,3299667,"+",781,"processed_pseudogene","predicted gene 9616 [Source:MGI Symbol;Acc:MGI:3780024]","-"
"ENSMUSG00000041831","ENSMUSG00000041831",72.3507179167536,-0.997460339402421,0.244875387175869,-4.07333848822482,4.63439937259574e-05,0.000145117959664298,"Sytl3","17",6659093,6738044,"+",5062,"protein_coding","synaptotagmin-like 3 [Source:MGI Symbol;Acc:MGI:1933367]","-"
"ENSMUSG00000099349","ENSMUSG00000099349",4162.03133622265,-1.14236027820252,0.280625516705157,-4.07076409734598,4.68591836394701e-05,0.000146710106053528,"1700047G03Rik","15",11964276,11970086,"+",1493,"lincRNA","RIKEN cDNA 1700047G03 gene [Source:MGI Symbol;Acc:MGI:1920589]","-"
"ENSMUSG00000095633","ENSMUSG00000095633",4.31538212680545,-5.10708008220277,1.25461292397446,-4.0706420160444,4.68837490524531e-05,0.000146765933187182,"Igkv4-58","6",69500254,69500786,"-",358,"IG_V_gene","immunoglobulin kappa variable 4-58 [Source:MGI Symbol;Acc:MGI:2685923]","-"
"ENSMUSG00000060284","ENSMUSG00000060284",5.62798966585072,3.02696174694232,0.743667538192304,4.07031582190641,4.69494463242771e-05,0.000146950485881272,"Sp7","15",102356606,102367182,"-",3398,"protein_coding","Sp7 transcription factor 7 [Source:MGI Symbol;Acc:MGI:2153568]","zf-C2H2"
"ENSMUSG00000048960","ENSMUSG00000048960",1363.59299927286,0.428295363003365,0.105234990295434,4.06989502066734,4.70343269254541e-05,0.000147173886721227,"Prex2","1",10993465,11303681,"+",16609,"protein_coding","phosphatidylinositol-3,4,5-trisphosphate-dependent Rac exchange factor 2 [Source:MGI Symbol;Acc:MGI:1923385]","-"
"ENSMUSG00000040219","ENSMUSG00000040219",398.897604941212,-0.46007012689435,0.113041398882748,-4.0699259867755,4.70280757376526e-05,0.000147173886721227,"Ttc12","9",49436963,49486225,"-",4545,"protein_coding","tetratricopeptide repeat domain 12 [Source:MGI Symbol;Acc:MGI:2444588]","-"
"ENSMUSG00000036095","ENSMUSG00000036095",28.165163142741,1.29916231702174,0.319227941085393,4.06970114396791,4.70734830998928e-05,0.000147275264237592,"Dgkb","12",37817726,38634239,"+",11377,"protein_coding","diacylglycerol kinase, beta [Source:MGI Symbol;Acc:MGI:2442474]","-"
"ENSMUSG00000074521","ENSMUSG00000074521",75.1779573972866,0.990053749877516,0.243283637132353,4.06954516772083,4.7105007169235e-05,0.000147352738086164,"Gm14327","2",177897096,177905784,"+",1451,"protein_coding","predicted gene 14327 [Source:MGI Symbol;Acc:MGI:3652188]","-"
"ENSMUSG00000003500","ENSMUSG00000003500",2317.45005360019,0.340511887389853,0.0836862872986006,4.0689089978968,4.72337897046132e-05,0.000147734387603665,"Impdh1","6",29200434,29216364,"-",3294,"protein_coding","inosine monophosphate dehydrogenase 1 [Source:MGI Symbol;Acc:MGI:96567]","-"
"ENSMUSG00000054000","ENSMUSG00000054000",311.265218922757,-0.614937989864638,0.151180047890469,-4.06758694976843,4.75024859913054e-05,0.000148553476782108,"Tusc1","4",93334138,93335511,"-",1374,"protein_coding","tumor suppressor candidate 1 [Source:MGI Symbol;Acc:MGI:2684283]","-"
"ENSMUSG00000025967","ENSMUSG00000025967",7892.5700936745,-0.23891496171114,0.0587421946984546,-4.06717799594616,4.75858958231375e-05,0.000148792971817713,"Eef1b2","1",63176825,63180486,"+",2532,"protein_coding","eukaryotic translation elongation factor 1 beta 2 [Source:MGI Symbol;Acc:MGI:1929520]","-"
"ENSMUSG00000008999","ENSMUSG00000008999",87.4458685476594,1.1439952897964,0.281322764980215,4.06648672700504,4.77272022060278e-05,0.000149213404802492,"Bmp7","2",172868012,172940321,"-",4019,"protein_coding","bone morphogenetic protein 7 [Source:MGI Symbol;Acc:MGI:103302]","-"
"ENSMUSG00000110659","ENSMUSG00000110659",8.46738678671919,2.43298677611406,0.598307564304765,4.06644829727533,4.77350695166967e-05,0.000149216595675113,"Gm45727","8",93238653,93251175,"-",572,"unprocessed_pseudogene","predicted gene 45727 [Source:MGI Symbol;Acc:MGI:5804842]","-"
"ENSMUSG00000086245","ENSMUSG00000086245",47.2781008760472,-1.15549346617244,0.284210223006233,-4.06562949759587,4.79029861565349e-05,0.000149720017251616,"Gm16170","11",48843648,48853493,"-",3754,"antisense","predicted gene 16170 [Source:MGI Symbol;Acc:MGI:3805548]","-"
"ENSMUSG00000044037","ENSMUSG00000044037",1732.35254452688,0.341535975711235,0.0840075548995711,4.06553882111594,4.79216161840137e-05,0.000149756768441984,"Als2cl","9",110879870,110900530,"+",5883,"protein_coding","ALS2 C-terminal like [Source:MGI Symbol;Acc:MGI:2447532]","-"
"ENSMUSG00000043284","ENSMUSG00000043284",1409.60001109236,0.362675176059571,0.0892141723967795,4.06521930671032,4.79873171012617e-05,0.000149940586222924,"Tmem11","11",60864452,60879272,"-",1745,"protein_coding","transmembrane protein 11 [Source:MGI Symbol;Acc:MGI:2144726]","-"
"ENSMUSG00000022180","ENSMUSG00000022180",2621.4329364391,-0.338552465781619,0.0832832790461217,-4.06507128032424,4.80177843213363e-05,0.000150014276304358,"Slc7a8","14",54722209,54781946,"-",5005,"protein_coding","solute carrier family 7 (cationic amino acid transporter, y+ system), member 8 [Source:MGI Symbol;Acc:MGI:1355323]","-"
"ENSMUSG00000020448","ENSMUSG00000020448",1404.02026222094,0.215134026152593,0.0529345462777113,4.06415169828663,4.82074665997531e-05,0.000150585284087003,"Rnf185","11",3415982,3452363,"-",2906,"protein_coding","ring finger protein 185 [Source:MGI Symbol;Acc:MGI:1922078]","-"
"ENSMUSG00000017466","ENSMUSG00000017466",39438.7611778493,-0.405304221675239,0.0997593812765052,-4.06281811784547,4.8483806862349e-05,0.000151426782281174,"Timp2","11",118301069,118355740,"-",3896,"protein_coding","tissue inhibitor of metalloproteinase 2 [Source:MGI Symbol;Acc:MGI:98753]","-"
"ENSMUSG00000093726","ENSMUSG00000093726",13.0225949709059,-2.25467680148254,0.554960444736327,-4.06277028005803,4.84937475026534e-05,0.000151436127392582,"Gm20667","14",67673177,67675106,"-",1930,"sense_overlapping","predicted gene 20667 [Source:MGI Symbol;Acc:MGI:5313114]","-"
"ENSMUSG00000029575","ENSMUSG00000029575",1872.59263138851,0.347010323507699,0.0854161515706293,4.06258438394712,4.8532394858924e-05,0.000151535102228566,"Mmab","5",114431034,114444060,"-",3670,"protein_coding","methylmalonic aciduria (cobalamin deficiency) cblB type homolog (human) [Source:MGI Symbol;Acc:MGI:1924947]","-"
"ENSMUSG00000034055","ENSMUSG00000034055",780.571966144404,0.261576483535719,0.0643960393888035,4.06199645224143,4.86548167525402e-05,0.000151895584630406,"Phka1","X",102513975,102644246,"-",6259,"protein_coding","phosphorylase kinase alpha 1 [Source:MGI Symbol;Acc:MGI:97576]","-"
"ENSMUSG00000031935","ENSMUSG00000031935",1279.29652588835,-0.258696007453882,0.0636922219937243,-4.06165775594031,4.87254745257734e-05,0.000152094384390534,"Med17","9",15260351,15279931,"-",4230,"protein_coding","mediator complex subunit 17 [Source:MGI Symbol;Acc:MGI:2182585]","-"
"ENSMUSG00000040028","ENSMUSG00000040028",2395.29188992204,0.208995219997231,0.0514788252004834,4.05982885552075,4.91086979565348e-05,0.000153268647180971,"Elavl1","8",4285382,4325413,"-",10363,"protein_coding","ELAV (embryonic lethal, abnormal vision)-like 1 (Hu antigen R) [Source:MGI Symbol;Acc:MGI:1100851]","-"
"ENSMUSG00000018377","ENSMUSG00000018377",2414.52929588999,0.169901227544681,0.0418548845806586,4.05929270255816,4.92215826347388e-05,0.000153598965054624,"Vezf1","11",88068279,88084729,"+",4601,"protein_coding","vascular endothelial zinc finger 1 [Source:MGI Symbol;Acc:MGI:1313291]","zf-C2H2"
"ENSMUSG00000094689","ENSMUSG00000094689",14.764289769652,-4.41184623810143,1.08691277630761,-4.05906189923451,4.92702529701675e-05,0.000153728832245073,"Ighv1-81","12",115920279,115920712,"-",351,"IG_V_gene","immunoglobulin heavy variable 1-81 [Source:MGI Symbol;Acc:MGI:4439635]","-"
"ENSMUSG00000084964","ENSMUSG00000084964",17.6377030425031,-1.64626464908041,0.405652546053068,-4.05831213213941,4.94286740834689e-05,0.000154201048235775,"Gm15503","7",128408968,128412341,"-",2176,"processed_transcript","predicted gene 15503 [Source:MGI Symbol;Acc:MGI:3782950]","-"
